snp-dists 0.7.0	PG1	PG10	PG100	PG101	PG102	PG103	PG104	PG105	PG106	PG107	PG108	PG109	PG11	PG110	PG111	PG112	PG113	PG114	PG115	PG116	PG117	PG118	PG119	PG12	PG120	PG121	PG122	PG123	PG124	PG125	PG126	PG127	PG128	PG129	PG13	PG130	PG131	PG132	PG133	PG134	PG135	PG136	PG137	PG138	PG139	PG14	PG140	PG141	PG142	PG143	PG144	PG145	PG146	PG147	PG148	PG149	PG15	PG150	PG151	PG152	PG153	PG154	PG155	PG156	PG157	PG158	PG159	PG16	PG160	PG161	PG162	PG163	PG164	PG165	PG166	PG167	PG168	PG169	PG17	PG170	PG171	PG172	PG173	PG174	PG175	PG176	PG177	PG178	PG179	PG18	PG180	PG181	PG182	PG183	PG184	PG185	PG186	PG187	PG188	PG189	PG19	PG190	PG191	PG192	PG193	PG194	PG195	PG196	PG197	PG198	PG199	PG2	PG20	PG200	PG201	PG202	PG203	PG204	PG205	PG206	PG207	PG208	PG209	PG21	PG210	PG211	PG212	PG213	PG214	PG215	PG216	PG217	PG218	PG219	PG22	PG220	PG221	PG222	PG223	PG224	PG225	PG226	PG227	PG228	PG229	PG23	PG230	PG231	PG232	PG233	PG234	PG235	PG236	PG237	PG238	PG239	PG24	PG240	PG241	PG242	PG243	PG244	PG245	PG246	PG247	PG248	PG249	PG25	PG250	PG251	PG252	PG253	PG254	PG255	PG256	PG257	PG258	PG259	PG26	PG260	PG261	PG262	PG263	PG264	PG265	PG266	PG267	PG268	PG269	PG27	PG270	PG271	PG272	PG273	PG274	PG275	PG276	PG277	PG278	PG279	PG28	PG280	PG281	PG282	PG283	PG284	PG285	PG286	PG287	PG288	PG289	PG29	PG290	PG291	PG292	PG293	PG294	PG295	PG296	PG297	PG298	PG299	PG3	PG30	PG300	PG301	PG302	PG303	PG304	PG305	PG306	PG307	PG308	PG309	PG31	PG310	PG311	PG312	PG313	PG314	PG315	PG316	PG317	PG318	PG319	PG32	PG320	PG321	PG322	PG323	PG324	PG325	PG326	PG327	PG328	PG329	PG33	PG330	PG331	PG332	PG333	PG334	PG335	PG336	PG337	PG338	PG339	PG34	PG340	PG341	PG342	PG343	PG344	PG345	PG346	PG347	PG348	PG349	PG35	PG350	PG36	PG37	PG38	PG39	PG4	PG40	PG41	PG42	PG43	PG44	PG45	PG46	PG47	PG48	PG49	PG5	PG50	PG51	PG52	PG53	PG54	PG55	PG56	PG57	PG58	PG59	PG6	PG60	PG61	PG62	PG63	PG64	PG65	PG66	PG67	PG68	PG69	PG7	PG70	PG71	PG72	PG73	PG74	PG75	PG76	PG77	PG78	PG79	PG8	PG80	PG81	PG82	PG83	PG84	PG85	PG86	PG87	PG88	PG89	PG9	PG90	PG91	PG92	PG93	PG94	PG95	PG96	PG97	PG98	PG99	Reference
PG53	14342	14979	13913	15049	14266	14894	14948	15041	13919	15071	15036	13931	14787	14868	13777	15250	13774	14386	556	14162	14902	14369	15616	14880	15926	15090	14317	15052	15095	14930	97	15341	14466	15126	14553	13808	14862	15521	15297	15071	13933	14419	92	13926	15497	14613	14423	14615	15898	15690	13889	15027	13810	15339	14828	14391	14022	14897	14479	15076	113	14590	96	15038	15034	15342	14975	14214	13137	15239	13799	15080	15061	13774	14696	15034	15071	15076	15094	15061	15919	15025	14112	14405	15260	14400	13898	14885	14190	15044	14632	15358	13921	14961	14952	200	13924	84	15229	14361	13913	15011	15252	13912	14689	15041	15495	14569	14128	14244	13772	14298	15880	13797	13930	13935	15495	13884	100	13912	15865	14461	14592	15029	15033	7323	13903	15226	7336	13912	13900	13914	562	15075	15071	15006	14805	13922	15086	15180	13919	15005	15094	14980	15011	13894	15062	137	118	13935	14980	13806	14789	13772	14240	13764	13903	15049	15502	14945	15053	5768	14538	14551	201	15268	14496	13957	94	13938	13788	13947	95	14898	14465	94	15492	14297	14290	13939	14597	15038	49	14512	14416	13944	13944	13938	15051	14627	15035	15048	13960	15067	14965	91	14575	15078	13831	15041	14634	578	14406	15685	13934	14962	13901	14384	13933	120	14261	85	13950	13890	13939	13947	15065	13957	15321	13950	15082	15267	14843	118	14265	15330	13962	13923	8173	15070	14856	13965	14010	15043	14588	15043	15229	13922	13949	15027	15068	15208	15086	14896	14110	561	94	14638	15004	13939	14933	15100	574	14412	13926	99	15296	14846	97	15041	107	565	14925	15058	103	15072	14823	13932	15015	14149	111	14924	13956	7341	14835	15072	13906	14866	7320	14871	15296	15081	15075	15524	14993	14588	84	14323	14344	13943	15090	564	15003	13898	15452	10055	14944	88	15265	0	15219	15087	13774	13930	14087	15023	8197	13791	13930	93	15301	94	15519	14321	80	15245	13900	13785	14963	563	15307	188	15858	15013	14591	14593	15294	14957	13772	15251	15526	13811	14556	15852	13917	15537	91	14038	13918	14901	13896	15267	13784	14877	15496	14751	13780	15081	15491	14961	15046
PG54	14925	14111	16074	15929	15516	15640	14175	15473	16084	15965	15451	14942	15654	15341	13911	15376	13925	14846	15305	12727	15709	14054	15232	15939	15925	15990	14893	15470	14355	15866	15214	15606	14579	14654	15109	13928	15937	13086	14518	15979	15399	14854	15219	15409	13046	15137	14960	16240	15893	15269	16049	15913	13932	15582	15097	16022	14945	14408	14179	15944	15239	12529	15232	15379	15453	15569	14183	14637	15667	15361	13919	14790	15959	13885	14317	15456	14081	15975	15282	15962	15917	14174	15042	14813	15418	14853	16043	14989	12535	15424	14948	15577	15549	14191	14186	15292	16071	15226	15340	14049	16084	15435	14509	16083	16277	15900	13051	15690	14778	14813	13891	14829	15897	13906	16057	16096	13061	14883	15219	15376	15865	13955	12514	15927	15456	15003	16076	15354	14999	16078	16087	15383	15305	15951	15956	14463	15467	15415	15975	14922	16105	14652	15977	15173	15420	15344	16001	15261	15250	16098	15862	13921	14727	13897	14635	13903	15390	15455	13056	15909	15969	15813	15045	14051	15313	14536	12895	15143	15236	14928	13916	15420	15222	14419	15035	15222	13068	14927	15141	16101	15323	16596	15189	14890	14816	16081	15399	16116	15964	15341	15446	15485	16112	15959	15778	15238	12507	14847	13946	15460	15125	15329	15576	15993	16097	14185	16039	14804	16065	15210	14626	15196	15418	16066	14927	15404	15958	15116	15280	15404	15984	15379	12413	15229	14623	15271	15373	16096	14932	15950	14956	15416	15155	15957	15065	15958	15354	16089	15405	15943	14586	15375	15967	14539	14604	15324	15240	14901	15947	14953	15750	15989	15308	14973	14909	15253	14532	16476	15243	15974	15266	15306	15729	15951	15223	14144	14596	15421	15933	14605	15238	15705	15456	14987	15911	15966	14831	12838	14980	15039	15216	14060	15940	13071	13341	12502	15214	14981	14943	15422	15967	15296	15899	15394	13026	15077	15724	15237	14510	15219	0	14080	13945	16106	14589	14453	14885	13905	16086	15230	15471	15239	13083	14904	15213	15373	15372	13907	14186	15336	15451	15268	16087	15416	13976	13950	15777	14985	13874	15380	13059	15402	15045	16092	15371	15593	15226	14370	16075	14235	15347	15674	13914	16536	13090	14552	13901	15989	13027	14194	15473
PG55	14836	1834	14689	15813	15580	15359	1513	15645	14694	15851	15638	15017	15264	15701	14485	15640	14506	14599	15185	14744	15339	14446	15237	15409	15083	15876	14809	15655	2238	15712	15074	15280	14561	15047	15504	14514	15523	15455	3181	15843	15132	14635	15072	15166	15437	15548	14880	16157	15042	15275	14662	15794	14517	14555	14969	15960	14283	14726	15125	15839	15095	15027	15086	15574	15633	14552	1513	14182	14936	15646	14531	14833	15820	14482	1964	15620	3071	15844	15077	15836	15050	1264	14815	14612	14919	14637	14667	14706	15084	15636	14758	14542	15149	1525	1504	15168	14693	15066	15602	14470	14706	15619	3197	14692	16144	15785	15432	15439	14161	14532	14491	14762	15040	14517	14685	14722	15436	14984	15070	15136	15011	14813	15041	15810	15635	14627	14703	15635	14605	14709	14686	15133	15178	15798	15809	2396	15026	15176	15848	14954	14722	15179	15839	14841	15417	15079	15877	15097	15112	14689	15896	14499	14946	14479	13305	14478	15137	15643	15452	15514	15841	15804	14997	14670	15193	3206	14467	15046	15098	15028	14503	15162	15089	14735	15003	15079	15448	14514	15165	14707	15202	16622	15072	14527	14645	14695	15145	14719	15829	15196	15637	15656	14720	15835	15417	15098	15048	14885	14530	15642	15047	15229	15468	15126	14702	1523	14640	14696	14701	15070	13313	15045	15164	14675	15008	15142	15842	15030	15214	15160	15836	15656	14783	15075	13334	15223	15122	14720	14379	15832	14661	15168	15064	15830	14138	15831	15617	14699	15178	15830	15300	15001	15901	14969	14247	15203	15106	14636	15808	15009	15405	15858	15191	14874	15029	15080	3192	15335	15110	15858	15116	15200	15374	15830	15083	302	14630	15183	15818	14259	15074	15367	15198	14600	15412	15831	14965	14088	14591	14827	15185	57	15842	15460	15396	15032	15081	14563	14834	15202	15838	15176	15906	15159	15434	15226	15405	15113	3183	15087	14080	0	14515	14743	14225	15277	14323	14506	14698	15084	14885	15096	15445	14799	15078	15647	15143	14483	1513	15207	15181	15163	16244	15423	14657	14703	14956	15718	14475	15659	15460	14973	14134	16230	15135	15727	15094	14076	14677	2510	15126	15736	14502	16409	15459	14526	14481	15839	15416	1519	15657
PG56	13854	14771	14802	15332	14474	14243	14679	15254	14824	15335	15238	14259	14035	14961	75	14918	123	13803	13737	14738	14023	13874	14914	14314	14927	15399	13847	15251	14839	15254	13759	14364	14241	14564	13766	87	14662	15094	14997	15345	14245	13830	13770	14256	15081	13821	13931	14908	14902	14935	14775	15322	70	14978	14515	15289	13509	14367	14140	15360	13761	14251	13776	15225	15236	14968	14696	13718	14107	14895	79	14139	15328	72	14662	15238	14728	15353	15154	15339	14927	14806	14183	13837	14599	13839	14759	14450	14986	15234	14348	14959	13565	14681	14705	13760	14780	13769	14884	13898	14785	15250	14980	14792	14990	15320	15088	13572	13412	13777	57	13838	14894	59	14773	14824	15071	14184	13762	14214	14853	14497	14261	15305	15232	13549	14785	14898	13523	14813	14811	14213	13728	15343	15327	14607	14701	14242	15355	14172	14821	14880	15356	14571	14980	14199	15400	13786	13792	14822	14943	69	13919	98	13872	68	14226	15242	15089	15334	15369	14637	13963	14638	13763	15001	14592	14198	13779	14238	65	14282	13773	14387	13894	13761	15095	13916	14306	14811	14476	15250	13738	13521	13829	14807	14244	14817	15354	14488	15225	15274	14828	15359	14098	13771	14286	14155	87	15239	14399	13754	14630	15191	14808	14697	14743	13816	14811	13766	13882	13736	14268	14771	14257	14212	15351	14183	14453	14238	15366	14931	14444	13757	13880	14485	14239	14820	13621	15364	14174	14254	14210	15343	14356	15349	14883	14805	14265	15351	15104	14441	15462	14367	14039	13777	13779	14234	15318	14223	14083	15374	13741	13913	14226	13756	15015	15414	13796	15378	13799	13766	14043	15322	13761	14532	13968	14254	15326	14067	13754	14053	14276	13559	14875	15325	14197	13771	13552	14539	14446	14515	15356	15110	14115	14284	13772	13925	13853	14270	15362	13728	14975	14227	15056	14251	14075	13767	14990	13774	13945	14515	0	14820	14063	14471	13592	60	14792	13772	14793	13796	15107	13830	13763	14901	14204	75	14679	13743	14196	13747	15340	14980	14359	14241	15191	14464	76	14904	15104	13912	14365	15360	14209	14654	13766	13756	14790	14649	14196	14451	54	15197	15112	14214	44	15352	15064	14678	15265
PG57	14621	14328	20	15947	15730	15697	14429	16265	18	15963	16260	14863	15555	16000	14776	16398	14781	14980	13910	15675	15661	14282	15731	15884	6497	16057	14590	16282	14499	15908	13901	15399	14994	15974	15833	14795	15843	15839	14951	15976	15704	15003	13914	15736	15826	15839	14592	16229	6468	15714	39	15968	14818	15441	15477	15747	14983	15425	14859	15964	13936	15881	13932	16250	16254	15452	14441	14942	15462	16380	14806	15025	15948	14774	14577	16242	14610	15963	15609	15969	6478	14318	14835	14978	15510	15006	38	15471	15592	16239	15464	15435	15338	14458	14450	13910	37	13896	16263	14268	36	16246	14916	42	16233	15942	15833	15417	14941	14863	14783	14635	6455	14807	39	43	15813	14815	13919	15701	6455	15670	15880	15925	16238	14857	37	16378	14823	35	52	15680	13900	15959	15947	14704	15659	15764	15974	15128	37	16214	15985	15521	16227	15671	16023	13954	13965	44	16498	14793	14745	14772	14737	14779	15712	16262	15823	15895	15979	15352	15415	15771	13936	14910	15421	14434	13925	14863	14784	15741	13918	15601	15440	13919	15807	14875	14882	48	15472	16810	13906	15597	15015	43	15715	41	15955	15494	16239	16276	53	15958	15749	13902	15889	15047	14825	16248	15272	13943	14862	7033	43	14451	40	14992	43	13935	14761	13898	15729	47	14875	15706	15965	14408	15499	15726	15973	16342	15144	13916	14728	15504	15715	35	14415	15958	15816	15729	14465	15952	15306	15962	16397	35	15750	15935	16296	15283	16077	14700	14909	13901	13916	15221	15918	14855	15749	15999	13911	14666	14846	13920	14951	16228	13923	16011	13932	13936	15706	15934	13917	14814	14701	15728	15940	14941	13912	15703	15763	14845	16222	15967	14813	15695	14826	15100	15463	14738	15967	15845	15506	15896	13898	14998	14651	15736	15967	13903	16505	15693	15812	15580	15724	13942	14928	13930	16106	14743	14820	0	14949	15383	14364	14792	30	13920	15545	13938	15840	14606	13921	16387	15687	14777	14446	13901	15369	13911	15728	16219	15651	15468	15748	15387	14771	16422	15842	15624	15290	15736	15684	15375	13919	14939	28	14623	15681	15909	14771	16776	15824	15688	14769	15985	15828	14441	16283
PG58	13454	14187	14944	15893	15293	15266	14128	14667	14924	15929	14662	14367	15171	14456	14053	14556	14100	13619	14214	14272	15293	13393	14723	15366	15252	15965	13412	14678	14452	15897	14082	15091	1397	14272	14772	14068	15440	15547	14557	15905	15289	13627	14065	15276	15549	14800	13519	15735	15216	14749	14914	15889	14075	14875	10623	15761	9981	14472	14566	15912	14103	14814	14082	14571	14663	14885	14110	9817	14052	14541	14087	14075	15879	14071	14129	14655	14303	15906	14264	15910	15256	14198	14533	13537	14683	13610	14916	10562	14495	14676	7392	14881	15120	14121	14136	14180	14964	14094	14524	13397	14945	14639	14533	14948	15896	15876	15530	15086	9794	10240	14054	13427	15210	14103	14907	14949	15518	14348	14071	15276	15205	14667	14818	15867	14671	13842	14931	14550	13812	14909	14932	15290	14171	15907	15875	14302	12394	15325	15919	14161	14942	14992	15905	10945	14613	15243	15960	14124	14134	14952	14735	14049	14040	14037	10140	14043	15257	14649	15501	15814	15907	14737	15049	14628	14201	14541	14770	14534	14088	14352	14054	15335	14080	14754	15012	14082	15535	10215	14723	14968	14070	16314	14054	13740	13594	14954	15292	14935	15890	14078	14643	14681	14963	15907	15369	14070	14807	14139	14093	14675	13926	14200	14959	14999	14934	14113	14913	13653	14934	14088	10159	14064	15306	14909	14379	15299	15912	14529	15114	15305	15920	14571	14853	14079	10167	15109	15293	14940	14389	15921	10860	15320	14587	15879	13378	15889	14537	14953	15343	15891	15185	15098	15925	13987	30	14194	14054	1804	15875	14399	15337	15949	14207	13501	14369	14096	14577	14610	14076	15925	14096	14213	15331	15870	14075	14291	13914	15302	15864	18	14086	15302	15336	13821	14963	15886	14343	14310	13818	14434	15096	14224	15925	15555	14730	14817	14086	13625	13469	15319	15907	14191	14743	15291	15512	14842	15340	14084	14566	14087	14589	14225	14063	14949	0	14130	14357	14041	14946	14080	15294	14090	15571	13425	14076	14548	15291	14060	14121	14204	15195	14157	15207	14649	14413	14335	15380	14203	14028	14566	15549	14404	13372	15223	15280	14737	14038	6220	14923	14165	15278	15552	14053	16219	15539	10926	14057	15912	15530	14115	14686
PG59	14855	15256	15363	15994	15289	15639	15308	15001	15367	16027	14985	14857	15564	14794	14445	15057	14458	14413	15037	14374	15635	14845	14611	15651	15688	16040	14805	15006	15333	15899	15008	15465	14375	4183	13647	14468	15779	14957	15733	15985	15208	14465	15003	15224	14954	13689	14994	15384	15665	14469	15349	15955	14460	15362	14957	15877	14152	14570	13809	16006	15031	14779	15019	14908	14990	15375	15323	14208	15113	15055	14481	15017	15999	14444	15198	14986	15426	16013	14812	15995	15699	15322	14704	14432	14985	14438	15339	14449	14394	14973	14590	15379	15603	15311	15332	15093	15360	15000	15028	14823	15364	14986	15684	15361	15460	15967	14948	15649	14487	14284	14439	14823	15668	14450	15332	15402	14934	14792	14996	15174	15621	14802	14753	15962	14999	14316	15371	15054	14313	15360	15373	15189	15025	15993	16006	15359	15079	15237	16013	15105	15381	14989	16023	14832	14997	15174	16052	15037	15074	15387	15779	14472	14627	14415	14223	14444	15239	15010	14944	15939	16019	15042	15392	14730	15112	15707	14627	14681	15010	14835	14442	15239	15021	14147	15370	15017	14967	14385	14869	15392	14489	15785	14989	14388	14402	15371	15234	15402	16008	14481	14993	15020	15406	16021	15688	15009	14776	15023	14495	14995	14551	15081	15098	15586	15382	15303	15320	14414	15360	15019	14234	14978	15234	15347	14856	15227	16012	14682	15222	15207	16034	15105	14290	15000	14237	15204	15222	15395	14446	16013	14395	15236	14709	16002	14299	15993	15074	15379	15260	15992	15339	15274	16005	15190	14150	15077	15017	14481	15983	14842	15663	16038	15067	14887	14825	15018	15734	14804	15045	16007	15045	15064	15651	15970	15014	15282	14908	15219	15976	14166	14993	15651	15298	14316	15278	15997	14769	14456	14297	14422	15185	15272	16016	14973	14539	14764	15011	14093	14850	15230	16013	15052	15796	15228	14938	15092	15649	15005	15709	15023	14453	15277	14471	15383	14130	0	14398	14470	15363	15017	15639	15039	14968	14828	15002	15056	15186	14433	15305	15045	15314	15080	15740	15008	14517	14352	15692	14542	14430	15090	14955	15142	14273	15764	15187	15606	15004	14042	15341	15319	15179	15476	14462	15823	14980	14615	14440	16027	14955	15303	15016
PG6	14290	14331	14353	15220	14484	15134	14460	14918	14344	15233	14912	13891	14998	14853	13578	15177	13657	13866	8330	14595	15110	14417	15234	15132	15438	15259	14266	14939	14606	15093	8176	15331	14857	14414	14236	13616	15294	15554	14894	15231	14223	13895	8157	14213	15523	14281	14354	14565	15405	15167	14321	15204	13617	15383	14816	14971	14072	14428	14068	15236	8191	14921	8198	14811	14916	15388	14475	14264	13116	15163	13614	14518	15230	13576	14353	14903	14670	15239	15016	15221	15421	14456	13743	13835	14614	13891	14332	14709	14637	14910	14648	15402	14394	14455	14475	8305	14354	8167	15165	14424	14349	14911	14882	14370	14590	15200	15539	14704	14187	14182	13586	14386	15400	13601	14352	14362	15508	13849	8177	14195	15371	14732	14917	15197	14919	4502	14326	15162	4514	14348	14338	14216	8305	15240	15229	14461	15093	14225	15234	14748	14350	15403	15248	14997	14937	14183	15252	8198	8204	14368	14607	13607	14798	13588	14153	13572	14194	14926	15527	14914	15234	9784	14304	14982	8284	14883	14781	13775	8167	13892	13597	14221	8176	14408	14350	8177	15522	14166	13935	14373	14429	15036	8167	13965	13898	14368	14239	14364	15217	14444	14913	14930	14387	15233	15177	8160	14945	14597	13645	14915	14431	8362	14213	15168	14373	14468	14348	13863	14377	8184	14176	8143	14254	14327	13901	14253	15256	13778	15254	14234	15254	15201	14923	8181	14185	15255	14226	14357	165	15236	14590	14248	13818	15211	13929	15201	15166	14373	14240	15197	15341	15120	15299	14934	14346	8359	8164	15008	15180	13907	15157	15260	8350	14349	13886	8173	14911	15104	8165	15236	8196	8356	15118	15223	8162	14365	14904	14247	15177	14391	8177	15120	14272	4499	15096	15234	13863	14385	4498	14631	15231	14302	15232	15559	14881	14923	8173	13711	14297	14245	15244	8333	14634	14186	15467	11110	15154	8169	14865	8197	14885	14323	13592	14364	14357	14398	0	13602	14354	8174	15227	8194	15530	14269	8160	15171	14205	13593	14465	8351	15333	8278	15941	14936	14922	15016	14991	14406	13577	15193	15549	13816	13901	15975	14206	15675	8149	14231	14343	14336	14205	15637	13601	14874	15534	14372	13574	15260	15509	14472	14939
PG60	13824	14755	14783	15324	14455	14265	14678	15260	14790	15331	15245	14242	14052	14967	42	14915	125	13797	13739	14691	14046	13844	14922	14335	14919	15387	13816	15260	14836	15253	13762	14347	14215	14562	13743	82	14688	15059	14987	15335	14213	13814	13785	14240	15044	13793	13907	14922	14893	14937	14743	15312	39	14943	14475	15281	13474	14369	14136	15350	13784	14231	13778	15235	15247	14936	14693	13689	14121	14891	68	14119	15319	74	14645	15250	14714	15344	15119	15328	14919	14794	14171	13816	14598	13821	14732	14423	14946	15238	14333	14920	13558	14672	14704	13773	14748	13774	14886	13871	14763	15259	14970	14763	14996	15311	15051	13554	13375	13741	63	13806	14894	76	14745	14797	15040	14175	13778	14191	14840	14468	14249	15297	15236	13582	14753	14902	13563	14784	14780	14195	13735	15338	15318	14591	14680	14206	15346	14155	14800	14854	15354	14550	14983	14170	15394	13800	13812	14792	14943	69	13904	87	13843	65	14196	15243	15046	15329	15359	14648	13953	14594	13781	14987	14544	14180	13788	14209	72	14254	13784	14376	13869	13776	15060	13887	14286	14781	14467	15258	13752	13505	13826	14776	14230	14791	15348	14478	15225	15278	14801	15351	14111	13785	14263	14139	78	15246	14392	13769	14626	15175	14779	14690	14717	13819	14789	13786	13845	13754	14234	14752	14234	14183	15344	14176	14428	14220	15362	14930	14408	13780	13868	14455	14221	14801	13635	15358	14133	14239	14206	15336	14332	15341	14883	14776	14240	15345	15079	14416	15454	14344	14018	13777	13784	14219	15312	14194	14101	15366	13749	13879	14206	13770	15002	15388	13804	15367	13812	13781	14056	15315	13779	14525	13946	14224	15321	14045	13765	14070	14251	13591	14899	15319	14182	13755	13578	14501	14418	14510	15348	15077	14079	14261	13783	13913	13821	14244	15354	13732	14976	14210	15019	14250	14090	13780	14982	13791	13905	14506	60	14792	14041	14470	13602	0	14765	13785	14778	13809	15073	13799	13776	14900	14191	79	14678	13754	14189	13760	15327	14977	14321	14198	15174	14462	68	14901	15066	13931	14344	15345	14193	14637	13778	13735	14757	14638	14168	14476	60	15215	15072	14178	61	15342	15025	14673	15268
PG61	14624	14269	27	15946	15747	15658	14384	16253	36	15962	16244	14884	15521	15980	14750	16383	14745	14960	13906	15659	15620	14302	15751	15849	6492	16052	14593	16270	14458	15913	13892	15422	14992	15953	15838	14763	15809	15836	14900	15972	15720	14981	13902	15747	15816	15856	14597	16233	6462	15726	37	15966	14783	15450	15462	15746	14959	15409	14859	15961	13933	15874	13926	16237	16242	15462	14393	14929	15429	16365	14773	15010	15955	14747	14528	16228	14553	15962	15595	15966	6472	14265	14855	14952	15516	14989	31	15452	15568	16227	15443	15443	15323	14407	14403	13913	29	13887	16245	14290	23	16231	14869	35	16239	15936	15826	15375	14924	14848	14753	14637	6444	14774	31	26	15794	14828	13915	15716	6450	15672	15875	15926	16226	14846	17	16355	14808	31	44	15696	13891	15956	15955	14660	15595	15779	15972	15109	40	16192	15982	15484	16211	15684	16025	13938	13959	28	16453	14762	14747	14741	14722	14750	15726	16253	15813	15902	15976	15346	15408	15756	13936	14858	15421	14462	13914	14882	14749	15753	13908	15566	15434	13909	15793	14861	14913	39	15463	16798	13897	15605	14984	28	15727	40	15959	15490	16227	16263	42	15952	15714	13889	15882	15030	14790	16238	15266	13936	14889	7028	31	14403	24	14967	33	13932	14750	13895	15741	38	14898	15724	15965	14432	15516	15738	15971	16325	15132	13901	14713	15521	15728	21	14406	15958	15797	15737	14492	15953	15296	15957	16377	15	15760	15934	16291	15301	16075	14725	14906	13892	13897	15216	15920	14876	15714	15996	13906	14668	14871	13906	14903	16214	13913	16006	13923	13933	15667	15932	13912	14772	14702	15749	15936	14943	13908	15663	15780	14837	16214	15966	14833	15670	14817	15093	15480	14691	15959	15837	15516	15885	13890	14969	14656	15752	15964	13895	16463	15705	15799	15578	15692	13931	14871	13930	16086	14698	14792	30	14946	15363	14354	14765	0	13909	15558	13926	15832	14611	13911	16374	15703	14746	14399	13898	15390	13911	15750	16203	15631	15445	15750	15397	14742	16406	15834	15632	15286	15757	15701	15386	13909	14943	40	14578	15692	15878	14740	16776	15819	15668	14734	15981	15816	14400	16271
