snp-dists 0.7.0	CFKY01000001	CFNU01000001	CFVJ01000001	CGAL01000001	CGBO01000001	CGGD01000001	CGGJ01000001	CHCV01000001	CHDA01000001	CHJT01000001	CHJU01000001	CHYT01000001	CIDJ01000001	CIEZ01000001	CIFD01000001	CIJB01000001	CIJN01000001	CLIP01000001	CLKE01000001	CLMO01000001	CLMW01000001	CLND01000001	CLNJ01000001	CLNS01000001	CLNV01000001	CLOB01000001	CLOP01000001	CLQG01000001	CLQL01000001	CLRB01000001	CLSJ01000001	CLSM01000001	CLSR01000001	CLTR01000001	CLWS01000001	CLWZ01000001	CLXB01000001	CLXZ01000001	CLYE01000001	CLZG01000001	CLZW01000001	CMBG01000001	CMDD01000001	CMDL01000001	CMEW01000001	CMFA01000001	CNUJ02000001	CNUS02000001	CNVV02000001	CNVW02000001	CNVX02000001	CNVY02000001	CNXN02000001	CNXO02000001	CNXP02000001	CNXQ02000001	CNXR02000001	CNXS02000001	CNXT02000001	CNXU02000001	CNXV02000001	CNXW02000001	CNXX02000001	CNXY02000001	CNXZ02000001	CNYA02000001	CNYB02000001	CNYC02000001	CNYD02000001	COFK02000001	COFL02000001	COFM02000001	COFN02000001	COFO02000001	COFP02000001	COFQ02000001	CP035234	CP035235	CP035236	CP035237	CP035238	CP035239	CP035241	CP035242	CP035243	CP035244	CP035245	CP035246	CP035247	CP035248	CP035249	CP035250	CP035251	CP035252	CP035253	CP035254	CP035255	CP035256	CP035257	CP035258	CP035259	CP035260	CP035261	CP035262	CP035263	CP035264	CP035265	CP038251	CP038252	CP038253	CPLB01000001	CPNC01000001	CPNH01000001	CPNZ01000001	CPOL01000001	CPPA01000001	CPPE01000001	CPPK01000001	CPPS01000001	CPPY01000001	CPRA01000001	CPRF01000001	CPRJ01000001	CPRK01000001	CPRQ01000001	CPRX01000001	CPSC01000001	CPTA01000001	CPTM01000001	CPTT01000001	CPUH01000001	CPUO01000001	FITU01000001	FITV01000001	FITW01000001	FITZ01000001	FIUA01000001	FIUB01000001	FIUC01000001	FIUG01000001	FIUH01000001	FIUJ01000001	FIUK01000001	FIUL01000001	FIUN01000001	FIUQ01000001	FIUX01000001	FIVA01000001	FIVF01000001	FIVI01000001	FIVK01000001	FIVN01000001	FIWG01000001	FYON01000036	FYOS01000037	FYOV01000058	FYOX01000034	FYPD01000047	FYPF01000045	FYPI01000069	FYPJ01000054	FYPM01000037	FYPN01000071	FYPO01000064	FYPP01000050	FYPS01000035	FYPT01000038	FYPV01000110	FYPW01000051	FYPX01000039	FYPY01000040	FYPZ01000032	FYQC01000020	FYQF01000074	FYQH01000054	FYQI01000029	FYQP01000041	FYQX01000050	FYRC01000036	FYRD01000056	FYRG01000010	FYRQ01000047	FYRT01000027	NC_003028	NC_003098	NC_008533	NC_010380	NC_010582	NC_011072	NC_011900	NC_012466	NC_012467	NC_012468	NC_012469	NC_014251	NC_014494	NC_014498	NC_017591	NC_017592	NC_017593	NC_017769	NC_018594	NC_018630	NZ_CP018838	NZ_CP026670	NZ_CP027540	Reference	TVO_1901942	TVO_1901949
NC_012468	15171	14433	15161	14558	15139	15347	15291	14487	15070	15342	15154	14678	14563	14159	14815	15488	14792	15012	14577	18596	14646	14725	14672	16586	14649	16123	14760	15177	15736	15471	15964	15505	16332	15356	14594	15509	17072	15202	15260	14838	14908	16321	14004	16325	14622	19657	15787	15345	14273	15364	16010	14892	15256	14835	15071	14567	15971	16869	14818	14428	15481	14459	15698	15136	14821	15527	14943	15006	15922	14918	14973	14457	14118	14453	15981	14417	14524	14480	15154	16279	14857	16432	15040	15370	15427	14772	15434	15411	15407	15269	14972	16298	14267	14288	14952	14970	15949	15649	14250	14517	14511	15101	15637	14986	14518	14765	14797	14597	16080	14211	15005	15065	16458	15205	14702	14696	14825	14813	15876	14647	15364	15533	17617	14795	14353	14665	14770	14087	15326	15204	14734	16031	14145	14144	13875	14163	14167	14230	14213	14142	14111	14141	14247	14121	14251	14175	14141	14233	14128	14546	14120	13885	14722	14596	15291	14868	14978	15226	15214	15418	15371	15797	14993	14524	14497	15112	14917	14663	15372	14819	14301	15335	15003	14466	15132	14643	15185	14672	14711	14318	14689	15218	15287	16447	14879	14834	19499	16229	15220	16150	15965	14043	0	16268	15466	15110	15231	15073	15381	15153	17059	16270	14033	18630	16150	14842	16448	15374	15036
NC_012469	16231	16277	16092	16089	16557	17090	16860	15685	15956	17008	16121	16337	17546	17069	15728	17080	16508	16355	15891	19609	16371	17260	16639	18449	16962	17126	16286	16446	16763	17266	16430	17264	16538	16427	15882	16310	18823	16553	16696	16033	16066	16342	16718	16361	15776	21261	16482	16517	15529	16015	17035	16893	16405	15842	15714	16220	16993	4119	16150	15644	4569	15615	15611	16898	16804	16915	16409	16509	16924	16913	16621	16354	17239	15694	17257	16277	16328	16275	17450	23	16646	17597	16592	16429	16479	16380	16039	17202	17195	17124	17129	17556	15699	15905	16310	16315	16639	16460	17249	16056	16075	16178	16692	16963	16769	15938	15812	16225	17235	17180	16719	16026	16490	16009	16392	16263	16858	16056	17177	16046	16806	16441	18369	16074	15823	16390	16896	15982	16621	16926	15818	16969	17095	17102	16952	17163	17084	17079	17120	17092	17058	17080	17132	17044	17071	17133	17068	17132	17084	17058	17070	16983	16362	16221	16743	16118	16483	16998	16965	16887	15990	16554	16599	16678	15707	16175	16515	16278	17009	16267	15672	16298	16692	16635	16650	16585	16945	16023	15720	15790	16656	16910	16748	17611	16670	16629	19920	17872	16028	17284	16770	17295	16268	0	4478	16524	16745	17068	15980	17397	2822	18194	16708	21060	17284	16618	17617	15981	16606
NC_014251	15904	15991	15986	14468	16195	16812	16475	15137	15745	16748	15757	15888	16868	16459	15551	16425	16181	16069	15967	19119	15313	16742	16784	17871	16573	14013	15238	16291	16519	17103	16311	17092	16382	16259	15942	16116	18458	16198	16338	15825	15784	16669	16213	16687	15668	21026	16372	15573	14576	15715	16875	16742	16086	14944	15717	16012	16832	3215	15896	14745	133	14751	15477	16658	16655	16664	16133	16209	16760	16738	16302	15707	16363	14797	16722	16117	16158	16107	16812	4509	16293	17387	16184	15993	16067	16156	15749	16867	16842	16963	16639	17332	14850	15081	16046	16058	16536	16374	16406	15643	15661	15904	16371	16069	15994	15818	15695	16024	16916	16379	16368	15928	16580	15824	15945	14536	16553	15752	15042	15502	16437	16179	18053	15636	15369	16145	16131	14048	15602	16692	15384	16790	16284	16294	16123	16451	16282	16225	16262	16286	16262	16269	16271	16239	16287	16321	16263	16277	16272	16249	16257	16152	15995	16009	16453	15579	16144	16685	16650	16606	15700	16496	16392	15994	14774	16111	15562	15879	16660	15827	14651	15926	16379	15948	16292	16270	16643	15236	15427	14945	16333	16571	16459	17401	16275	16273	19671	16641	15837	14088	15878	16605	15466	4478	0	16210	16431	16683	15689	16633	5997	17796	16098	19751	14088	16260	17402	15684	16192
NC_014494	14145	14355	14296	14548	14917	15343	14881	13867	14213	15266	14101	13662	15862	14894	14508	15329	13069	11860	14423	18477	15222	15058	15558	16960	15116	16119	15163	15204	15036	16432	16132	16476	15712	14633	14445	15042	17975	15344	15234	14808	14459	16453	15412	16490	14410	19698	15468	15563	14243	14316	15724	14958	14704	14458	12645	14196	15690	17120	14529	14365	16261	14608	15779	14429	14901	15624	198	356	15619	14991	14866	15194	14757	14394	14373	14131	14218	14159	15163	16544	14758	14913	5349	14489	14411	14450	14418	15723	15740	15406	14723	14843	14432	14499	14707	14683	15467	15377	14872	14293	14271	9507	11301	15393	15363	14612	14630	14236	14706	15007	14109	14186	16076	14243	13694	14507	14547	14141	16225	14309	14854	14451	16870	13761	14653	13387	15577	14595	15131	14781	14213	15618	15398	15419	15482	15420	15395	15438	15440	15401	15372	15374	15441	15370	15465	15420	15354	15463	15374	15358	15367	15510	14302	14198	14719	14699	593	14300	14276	14707	14354	15369	14559	14563	14552	15240	14692	14425	15672	13370	14314	14459	14580	14518	845	14788	14269	14759	13811	14479	14851	14796	14725	14930	14705	14730	19090	16636	12270	16250	15435	15274	15110	16524	16210	0	15199	15497	14355	16023	17532	16149	15048	19660	16250	14716	14933	14382	5354
NC_014498	15481	15239	15494	15988	15449	16532	15833	15192	15493	16508	15377	15818	16189	15930	14936	16453	15378	16014	15033	18855	15617	15433	15673	17287	15357	16787	15680	15292	15330	16937	16542	16962	16065	15481	15042	15271	17846	15385	15521	15205	15186	16810	15851	16851	14962	20330	15435	15724	14691	15275	16438	15771	15839	15019	15783	15847	16420	17336	15561	14851	16450	14772	16017	15346	15711	16281	15087	15183	16362	15797	15274	15596	15931	14891	16401	15544	15614	15594	15784	16753	15090	16583	15522	15730	15632	16107	15297	16512	16539	16206	15910	16527	14892	15090	15702	15710	15689	15543	15982	15183	15199	15588	15738	15922	15940	15097	15051	15871	16140	16105	16192	15419	16192	15522	15894	15951	15845	15581	16382	15228	15320	15663	17368	15607	15773	15871	16129	15348	16023	15839	15547	15774	15529	15536	15739	15478	15543	15564	15571	15534	15507	15515	15574	15512	15598	15557	15509	15592	15485	15459	15495	15764	15660	15828	15775	16093	15094	15592	15573	15970	15259	15549	16285	15664	14861	15592	15358	15384	16521	15697	14884	15841	14987	15609	15247	15283	15527	15272	15345	14949	15309	15341	15805	16598	15078	15080	18863	17051	15912	16922	16397	15361	15231	16745	16431	15199	0	15861	15282	16617	17641	17507	15350	20349	16922	15052	16599	15268	15551
NC_017591	14760	14522	14943	14956	15532	15914	15509	15048	14577	15771	14872	15556	16025	14532	14276	15740	15405	15553	15426	19414	15308	16064	15328	18115	15950	16593	15343	16141	15667	17263	16621	17287	16749	16019	15506	15302	18027	15560	15489	15553	15322	16981	15488	17003	15356	20120	15921	16063	15055	15775	15950	15358	15071	14975	15650	14293	15911	17749	15637	15166	16731	14996	16157	15444	15306	16464	15409	15453	15848	15373	14888	15387	14537	15198	16309	14794	14876	14824	15808	17082	14964	16507	15525	15176	15477	14943	15824	16095	16122	6002	2545	16451	14916	14823	15758	15782	16019	15700	14531	14724	14708	14957	16301	15441	15271	14797	14774	14276	15651	14281	15831	14846	16328	14780	15603	14938	15553	14828	16466	14564	14826	15183	17493	15756	15435	15423	15502	14732	15518	14959	14642	15840	13789	13794	13971	13827	13807	13843	13867	13795	13783	13775	13895	13756	13821	13817	13758	13903	13764	14195	13799	14009	14683	14383	14762	15805	15487	15365	15359	14965	15853	15748	14708	15587	15305	15122	15286	15133	16107	15789	14734	15073	14885	15539	15627	15970	15353	15086	15685	14927	16018	15210	14734	16524	15003	14946	20031	16592	15685	16632	15624	13775	15073	17068	16683	15497	15861	0	15801	15962	17870	16589	13193	18881	16632	14944	16526	15785	15533
NC_017592	15016	14390	14300	15134	15018	14383	15124	13994	14737	14314	14875	13987	15776	15064	14293	15448	14321	15015	14557	18738	15464	15509	15381	17018	15538	16571	15347	15350	15289	16223	16158	16235	15980	14977	14546	14668	17593	15032	15415	14760	14134	16511	15224	16528	13990	19414	15443	15869	14715	103	14906	15678	15361	15103	15099	14463	14896	16553	14291	14879	15694	14910	15537	14794	15599	15723	14205	14310	14799	15662	15140	15071	15183	14926	15761	14581	14715	14696	15631	15991	15329	16096	13923	14726	14850	14748	89	14418	14432	16165	15719	16008	14790	14885	14471	14445	15562	15353	15165	14266	14291	14223	15231	15598	15487	14606	14558	14493	15532	15165	14661	14234	16308	14886	14046	15240	15458	13946	16659	14571	15583	15284	16885	14089	12596	14086	15697	14817	15448	14632	14025	15570	15089	15080	15034	15082	15086	15200	15221	15092	15061	15090	15237	15061	15144	15100	15076	15223	15088	15067	15094	15066	14966	14447	15064	14588	14372	15184	15175	15193	298	15363	14877	15207	14910	14967	15248	14411	14340	14000	14750	15334	15095	15166	14535	14755	15158	15197	14384	14790	14816	15337	15079	16108	15340	15308	19106	16972	15006	16758	15905	15090	15381	15980	15689	14355	15282	15801	0	16136	16947	15948	14847	19865	16758	15300	16108	85	13936
NC_017593	15077	15170	15004	15637	15992	16447	14629	15429	15004	16394	15047	16376	13712	15251	14821	14079	16183	15801	15601	19314	15568	14232	15539	15357	14061	16957	15456	15833	16364	14822	17464	14834	16862	16569	15630	16589	18101	16351	16566	15766	16004	17764	15645	17797	15535	20342	16206	16742	15726	16112	16540	15211	14956	15744	16223	15395	16530	18021	14842	15812	16677	15798	16682	16218	15039	17061	15907	15946	16441	15156	15374	6953	15496	15874	16045	15253	15352	15305	12145	17409	14873	15357	15519	15263	15644	15541	16194	16573	16577	16595	15836	15336	15222	15394	14962	14960	16507	16428	15682	15080	15080	15529	16080	6252	1071	15191	15355	15435	15642	15308	16472	14887	17210	14930	16425	15567	15812	15242	16352	15102	15454	15301	16857	16188	16003	16223	3155	15198	13949	15898	15139	14583	16023	16019	15812	16126	16005	16128	16141	16011	16017	15994	16152	15987	15687	16056	15972	16162	16001	16181	16042	15861	15176	15396	15146	15203	16018	14845	14824	15305	16111	16412	15785	14995	16100	15211	15069	15410	16478	16452	15441	14959	15697	14954	16168	16006	14829	15791	16023	15217	16081	15925	15114	15374	14909	14862	19857	7342	16163	17005	16620	16219	15153	17397	16633	16023	16617	15962	16136	0	18256	17376	15926	20022	17005	14859	15374	16121	15518
NC_017769	17148	17147	16992	16814	17450	17946	17661	16623	16880	17872	17045	17174	18364	17862	16617	17806	17445	17278	16710	20326	17132	18126	17564	19329	17845	18029	17052	17165	17663	18614	17101	18618	17436	17327	16692	17002	19486	17481	17545	16739	16910	17005	17355	17037	16661	22081	17486	16954	16088	16987	17689	17652	17253	16390	16844	17095	17645	5671	16854	16175	6077	16044	16552	17766	17569	17513	17423	17523	17594	17676	17524	17225	18034	16211	18117	17158	17202	17152	18372	2849	17509	18440	17500	17266	17341	17255	17008	18065	18055	18007	18017	18397	16254	16511	17008	17018	17647	17466	18030	16945	16968	17037	17626	17820	17626	16868	16744	17105	18133	17983	17509	16912	17422	16945	17245	16996	17804	16892	17917	16935	17691	17367	19087	16989	16553	17241	17616	16663	17352	17909	16720	17850	17939	17947	17776	18038	17929	17945	17983	17933	17913	17928	17988	17891	17899	17970	17916	17993	17929	17890	17931	17800	17213	17101	17531	17011	17445	17747	17710	17675	16942	17552	17471	17553	16133	17128	17305	17164	17896	17113	16193	17197	17614	17516	17612	17525	17697	16585	16602	16341	17598	17817	17528	18454	17542	17484	20611	18869	17000	18181	17740	18132	17059	2822	5997	17532	17641	17870	16947	18256	0	18982	17544	21925	18181	17470	18460	16952	17551
NC_018594	16262	15819	16267	16350	16820	15956	16758	15964	16194	15866	16275	16964	16867	16654	15890	17116	17002	16032	16052	20134	16681	17074	16472	18025	16996	18042	16816	16664	17160	17200	17402	17262	17217	16435	16091	17106	18685	16676	16677	16455	16106	17719	16388	17742	16074	20900	16532	17177	16137	15936	16704	16384	16894	16252	16518	15843	16680	18723	16091	16198	17826	16240	16783	16946	16360	17381	16067	16133	16646	16401	16716	16046	16693	16235	17001	16031	16107	16034	16961	18200	16652	17230	15838	16693	16824	16151	16010	16157	16165	16771	16413	17199	15971	16027	16238	16211	16904	16709	16808	15497	15486	16408	16784	16626	16681	15585	15685	15913	16986	16716	17346	16174	17563	16435	17016	16381	16018	15840	18124	15758	16460	16489	18614	16518	16106	16785	16686	15951	16860	15999	15619	17223	16695	16707	16509	16752	16705	16824	16803	16714	16683	16692	16810	16676	16685	16734	16658	16845	16654	16635	16699	16517	16563	15913	16700	16532	16113	16930	16913	16747	15851	16785	16220	16455	16285	16454	16149	15641	16268	16962	16069	16974	16756	16416	16222	16315	16907	16195	15888	16016	16421	17028	16700	17244	16679	16641	20480	18043	16156	18189	17107	16767	16270	18194	17796	16149	17507	16589	15948	17376	18982	0	16699	21183	18189	16619	17245	15969	15845
NC_018630	15101	14927	14768	14821	15272	15682	15527	14990	14838	15558	14914	14788	15013	15417	14119	15431	14739	14559	14432	18513	15188	14743	14809	16980	14608	15987	14785	15522	14808	16615	16390	16646	16296	15004	14462	15210	16985	15623	15631	15153	15249	16698	14660	16729	15045	19865	16013	15617	14480	14856	16078	15839	15412	14707	14914	15231	16042	17385	15280	14582	16124	14547	15451	14305	15784	15588	14916	14945	15985	15861	14951	14713	15254	14584	16068	15213	15271	15226	15186	16733	15341	16693	15015	15161	15149	15413	14904	15712	15742	14109	13312	16654	14466	14450	15430	15436	15725	15630	15336	14851	14854	14756	15836	15367	15355	14459	14507	15209	16318	15285	15400	14594	16708	14942	14838	14750	15489	15084	15859	15054	15469	15494	17523	14516	14363	14934	15482	14505	15045	15091	14718	16143	6708	6705	7597	6751	6671	6915	6914	6698	6675	6678	6945	6656	6810	6718	6635	6932	6668	6784	6691	7661	14446	15178	15351	15042	14899	15390	15382	15483	14814	15733	15573	14987	14636	14823	14407	14972	15729	14664	14401	15449	14891	14955	15042	15048	15356	14814	15054	14550	15112	15206	15330	16709	15370	15321	19401	16950	14862	16050	16127	7028	14033	16708	16098	15048	15350	13193	14847	15926	17544	16699	0	19756	16050	15314	16709	14831	15034
NZ_CP018838	18869	18176	19235	17894	19671	20375	19281	19244	18679	20306	18962	19422	19799	9953	19151	18911	19946	19505	19402	22104	18886	19597	19722	21071	19484	17669	18817	20045	19759	19955	20705	20011	20638	19965	19451	19893	21469	19771	19867	19685	19301	20949	19610	20995	19209	23839	20370	18931	18077	19842	20443	19499	19380	18151	19665	19767	20415	21311	19941	18254	19763	18176	20391	19787	19516	20198	19510	19576	20403	19584	19305	19229	8150	18296	20288	19551	19641	19621	19304	21083	19547	20572	19534	19506	19810	19921	19900	20608	20630	19674	18947	20558	18241	17430	20043	20096	20123	20040	8488	19010	19010	19031	19901	19665	19299	19336	19364	19776	19821	7808	20069	19210	20712	18813	19439	18057	19352	19283	18658	18746	19525	19264	20733	19190	19515	19706	19500	17643	18656	19589	19370	19585	19817	19798	19447	19966	19816	19801	19790	19831	19787	19792	19829	19793	19783	19846	19769	19815	19783	19775	19783	19458	19737	19749	19521	19523	19534	19491	19466	19725	19762	19967	20153	19520	18124	19288	18868	19094	20572	19409	18145	19387	19273	19452	19702	19687	19442	18444	19645	18296	19739	19504	19551	20585	19538	19505	22866	19693	19842	17775	19109	19790	18630	21060	19751	19660	20349	18881	19865	20022	21925	21183	19756	0	17775	19474	20586	19855	19552
NZ_CP026670	15269	15346	15367	8258	16245	17223	15940	15904	15206	17151	15239	16183	16451	15624	15598	15880	16238	16153	16112	19539	13156	16811	16949	18062	16813	325	12959	16881	16494	17006	17834	17023	17374	17166	16116	16595	18787	16269	16605	16567	16461	18109	16110	18158	16244	21101	17279	12933	12094	16757	17301	15978	15173	11886	16181	16261	17275	16185	16290	12320	14092	12123	17003	16699	15941	17343	16203	16300	17211	16013	15783	16097	15703	12380	16458	16132	16188	16173	16113	17316	15800	17098	15762	15922	16435	16390	16792	17394	17402	17028	16890	17066	12017	12319	16387	16382	16929	16683	15617	15311	15313	15629	16469	16277	16326	15773	15715	16278	16238	15524	16412	15305	17413	15170	16220	7911	15910	15793	6346	14867	16040	15479	17837	16338	16756	16012	16518	7939	15096	16501	15932	16195	16115	16123	15909	16257	16094	16090	16106	16136	16108	16081	16122	16074	16208	16155	16066	16118	16106	16550	16083	15940	15863	16287	15967	16039	16125	15976	15955	16095	16717	16757	16666	16155	12330	16064	13769	15575	17448	16277	11632	15186	15673	16152	16272	16054	15962	12217	16543	12189	16132	15939	15965	17114	15834	15773	19875	15123	16393	0	11018	15946	16150	17284	14088	16250	16922	16632	16758	17005	18181	18189	16050	17775	0	15786	17116	16715	15785
NZ_CP027540	12540	13681	11936	13945	14402	15328	13714	14421	12426	15245	12614	14977	15325	14854	12405	14027	13913	14620	14019	18734	14737	15367	14467	16962	15308	15643	14768	15191	14777	16170	15621	16212	15327	14899	14057	15196	17422	15421	15725	14097	14912	15982	14408	16007	14751	19787	14353	15405	14144	15266	14493	14027	13644	14457	14758	14047	14471	17261	13861	14373	16263	14450	15663	14373	14018	15388	14556	14642	14401	14071	13856	14168	14978	14434	15030	14020	14074	14009	14793	16609	31	14957	14501	13395	13461	14297	15340	15378	15397	15795	14880	14925	14316	14417	13994	13963	14603	14400	15163	13793	13773	13756	15345	14299	14199	13563	13453	14099	14761	15018	14969	11813	15654	12226	14999	13984	14099	14247	15220	13611	12926	12926	16191	14625	15316	14305	14330	13788	13777	14265	14316	14440	15080	15094	14921	15091	15082	15144	15148	15085	15047	15060	15167	15013	15208	15112	15048	15179	15070	15042	15084	14955	13450	13992	13591	14820	14660	14559	14545	13708	15259	14484	14413	14183	14461	13349	13848	13848	15333	14952	14323	13634	13583	14140	14835	14524	14523	14691	14125	14388	14581	13920	13593	14972	113	25	18605	15823	14667	15786	14880	15158	14842	16618	16260	14716	15052	14944	15300	14859	17470	16619	15314	19474	15786	0	14972	15256	14494
Reference	14879	15163	14684	14918	15920	16488	14935	15469	14896	16379	14841	15734	16449	15581	15069	15408	15384	15007	15168	19838	15827	16403	16849	18004	16381	17053	15824	16811	16643	17339	17063	17396	17117	16502	15175	16279	18563	16010	15942	15738	15783	17448	15441	17505	15669	20987	15467	16099	15037	16105	16538	15006	14398	15211	15505	14992	16536	18191	15546	15087	17370	15213	16901	15882	14976	17078	14877	14933	16471	15057	15958	14848	15541	15159	6368	14539	14600	14621	15233	17606	15080	21	15039	14806	15138	15091	16218	16590	16629	16212	16253	100	15063	15114	15677	15746	16721	16363	15594	15303	15313	14915	14676	15107	14484	15089	15194	15001	4801	15775	15743	14573	17112	14738	15800	14860	15583	15425	16792	15182	15048	15007	9783	15557	16116	15287	14980	14886	15742	15814	15395	15414	16614	16626	16358	16714	16641	16652	16715	16638	16587	16591	16738	16562	16484	16654	16617	16736	16596	17012	16601	16337	15085	14946	15343	16260	14894	15076	15013	15483	16090	16390	15372	14317	15203	15239	14419	15272	16567	15941	14939	14334	15966	14218	15110	15118	14978	15415	15977	15032	15184	16276	15347	0	15039	14993	20562	16770	15405	17116	15817	16722	16448	17617	17402	14933	16599	16526	16108	15374	18460	17245	16709	20586	17116	14972	0	16147	15062
TVO_1901942	15025	14421	14295	15114	14990	14374	15112	13971	14748	14303	14882	13993	15751	15077	14304	15426	14298	15025	14554	18766	15452	15525	15410	17021	15546	16550	15331	15370	15273	16242	16160	16256	15983	14981	14526	14649	17596	15014	15436	14776	14117	16521	15216	16534	13970	19418	15450	15866	14723	95	14888	15654	15371	15118	15126	14485	14885	16554	14293	14881	15706	14912	15543	14768	15577	15731	14235	14345	14794	15638	15158	15078	15197	14933	15809	14610	14730	14708	15594	15992	15287	16135	13937	14754	14886	14755	87	14404	14406	16174	15714	16050	14796	14881	14465	14431	15560	15362	15160	14272	14297	14231	15244	15558	15477	14591	14543	14497	15559	15156	14667	14223	16313	14888	14055	15212	15460	13935	16645	14586	15588	15297	16911	14094	12616	14090	15651	14821	15454	14616	14058	15570	15080	15065	15023	15079	15081	15198	15213	15077	15052	15085	15232	15053	15138	15090	15064	15219	15080	15054	15087	15045	14959	14454	15085	14587	14405	15221	15203	15216	309	15360	14888	15187	14902	14985	15233	14418	14328	13995	14749	15339	15107	15157	14570	14755	15187	15201	14359	14795	14803	15338	15097	16147	15301	15270	19096	16931	15017	16715	15858	15079	15374	15981	15684	14382	15268	15785	85	16121	16952	15969	14831	19855	16715	15256	16147	0	13959
TVO_1901949	14007	13995	14117	14158	14624	14709	14506	13156	14056	14612	14117	13567	15638	14999	14354	14787	13241	11101	14227	18605	14997	15066	15129	16980	15136	15666	15129	15127	14837	16060	15628	16097	15450	14696	14227	14861	17736	14969	14967	14780	14133	15938	15543	15975	14247	19510	15066	15354	13907	13923	15648	15155	14604	14337	12100	13978	15635	17233	14386	14092	16221	14335	15321	14584	15066	15216	5269	5408	15550	15161	14525	14503	14788	14134	14910	13907	14002	13945	14886	16625	14553	15046	92	14613	14629	14293	13981	15069	15104	15869	13920	15002	14233	14322	14585	14550	14902	14833	14941	13846	13822	8187	10059	14972	14850	14315	14332	14003	15138	15030	14342	13962	15485	14117	13625	14069	14401	13860	15863	13679	14853	14370	16568	13573	14190	13431	14883	14233	14682	14579	13658	15004	15548	15574	15382	15563	15565	15617	15622	15567	15536	15536	15625	15538	15620	15580	15500	15653	15517	15520	15522	15373	14236	13980	14647	14191	5703	14954	14942	14590	14028	14804	14359	14637	14224	15044	14816	13992	14970	13508	14107	14386	14391	14594	5913	14522	14923	14573	13730	14281	14582	14649	14662	15062	14556	14526	18819	16108	11663	15785	15092	15200	15036	16606	16192	5354	15551	15533	13936	15518	17551	15845	15034	19552	15785	14494	15062	13959	0
